9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
9,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,9
9,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,9
9,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,9
9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,9
9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,9
9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,9
9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,9
9,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,9
9,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,9
9,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,9
9,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,9
9,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,9
9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,9
9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,9
9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,9
9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
9,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,9
9,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,9
9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
9,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,9
9,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,9
9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
9,0,0,0,0,0,0,0,0,0,0,0,0,1,1,57,0,0,0,9
1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,9
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,9
9,0,0,1,1,57,0,0,0,0,0,0,0,0,0,0,0,1,1,9
9,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
9,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,9
1,1,1,0,0,0,0,0,1,1,1,57,0,0,0,0,1,1,1,1
9,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,1
9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
9,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1
9,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,9
9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,9
1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,9
9,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,9
9,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,9
9,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,9
9,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,9
9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
9,0,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
